comentario,marca,modelo
"(Esta reseña se ha recibido a través de una promoción.) El equipo para ser de media gama es excelente la cámara, la fluidez,el color todo.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Excelente producto, llego antes de lo indicado y en excelentes condiciones",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) buen producto, excelente calidad presentación y muy cumplida la entrega",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Excelente equipo con buenas especificaciones y muy fácil de usar.,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Compre el producto hace 15 días y va de maravilla, muy equilibrado, cumple con lo que promete, me sorprendió lo cómodo que puede ser en la mano",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Me encanto, nunca había utilizado la marca Galaxy y me parecen muy bonitos y fáciles de manejar, lo recomiendo totalmente",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Excelente producto, llego en 3 dias hábiles, su color es maravilloso, es aparente y no se recalienta. No",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compre el samsung A35 y estoy sorprendido con su cámara ,velocidad y capacidad de almacenaje ,tenía ates u a31",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Excelente en todas sus funciones, fotos nítidas, velocidad",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Compre el producto hace unas semanas y todo super bien,recomiendo el producto",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"un excelente producto, por el precio que esta a la venta, muy contenta",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compre este producto a semana pasada. Cumplió totalmente mis expectativas,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Tiene una exelente calidad de pantalla y hermoso diseño,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Muy contento con calidad y excelente desempeño celular samsung A35,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Excelente producto relación calidad precio. Recomendable.,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Me ha encantado el celular, el diseño, el color, la cámara, es perfecto.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Es una experiencia increíble donde muchos económicamente pueden acceder, siempre familia Samsung.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Excelente producto. La cámara es espectacular y el sonido mucho mejor que el a31,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Es un excelente equipo el a35 5g para ser de gama media parece de gama alta su procesador es Excelente correo muy rápido tiene muy buena memoria a la hora de jugar en el es super genial y las fotos de alta calidad,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Llevo casi 1 mes con el y me ha gustado, el sonido es muy bueno, la batería le dura, está bien optimizado, no parece gama media",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Es un equipo muy completo, es rápido y su calidad de imagen es super ...la cámara 10 de 10",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Super bueno lo recomendaría siempre me ah gustado el aamsung,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Perfecto para mi, buen tamaño, pantalla, funciones, cámara....",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"es un producto muy bueno , el sistema que tiene es muy entendido y su cámara espectacular .",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Muy buen equipo. Excelente las funciones. Agil y funcional,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Is a very good device and I liked how that can be create a good moments,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compre este teléfono el mes pasado y me encanta es una experiencia increíble,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Excelente producto, para el precio y su condición de Reacondicionado - Outlet.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Muy buen producto, cumple a cabalidad con sus funciones. Eficiente, buen diseño, buenas características.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Es fascinante por todo lo que ofrece al usuario. Además muchas opciones para realizar tareas. Lo compraré más adelante.,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Ya llevo más de una semana y el dispositivo va de maravilla me gustaría que implementar la IA para este tipo de gama vendría muy bien la verdad,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Llevo una par de semanas con el teléfono y esta bastante bien, es la opción más barata que ya empieza a tener las ventajas de Samsung, en mi caso lo que más me interesaba era la conectividad entre dispositivos, cosa que realiza perfecto con mi tab galaxy s9 fe+. Es lo que esperarías de un teléfono de gama media que se siente de buena calidad",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Lo tengo hace pocas semanas, hasta el momento todo excelente, rendimiento, camara, todo bien, de lo único que me quejo es de la duración de la batería, siento que se queda un poco corta para el potencial de este teléfono.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Lo compré hace menos de un mes y hasta el momento funciona correctamente. Me parece un buen equipo, vengo de un A52 y es muy similar. El único problema que tuve, fue que al pasar la información del equipo anterior, algunas aplicaciones y datos no pasaron al nuevo. Lo recomiendo.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"No dura casi la bateria , Max 24 horas y no me parece tan rapida",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compre este producto hace como dos semanas ea bueno pero se calienta llega a estar al punto que esta demasiado caliente,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) El teléfono es muy bueno, rápido, muy buena cámara buen sonido, pero tiene el defecto que se caliente excesivamente haciendo tareas cotidianas como viendo instagram o facebook se calienta demasiado y toca dejarlo enfriar.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Le di la oportunidad a esta marcar y no quedo convencida. La carga dura casi un día, con equipos de otras marcas y gama más baja, duraba hasta 4 días. De otra parte se calienta sin razón aparente. Hay algunas funciones de la cámara que nos amigables para usar. Las fotografias de macro, se ven mejores con la cámara normal.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) compre este producto hace 20 días y no estoy muy satisfecha, ya que se recalienta",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Adquirí un Samsung a35 y quisiera saber si puedo usar el cargador del a52 4g?,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Q celular tan malo sin hacer nada y se calienta me arrepenti de comprar un celular de samsung,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"La batería no le dura nada, sin usar el equipo se acaba en medio día y en uso no dura dos horas y ya está descargado, se recalienta al usarlo, no coge el WIFi, no lo recomiendo.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) celular de diseño sobrio, con una funcionalidad de gran capacidad adecuado para el dia a dia y un precio razonable.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Llevo poco tiempo con el y aunque no he probado su funcionalidad después de un breve sumergimiento en el água su cámara, es simplemente fantástica.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) lo compre hace una semana y esta muy bien la carga,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Lo compre ase un 3 semanas y me encantó toma unas super fotos y es superior rapido,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) La verdad es un dispositivo que cumple con mis espetativas,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Lo compre hace unos días me ha gustado mucho, ahora voy por la SmartWatch gracias Samsung",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Lo compre ase un 3 semanas y me encantó toma unas super fotos y es superior rapido,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) La verdad es un dispositivo que cumple con mis espetativas,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Lo compre hace unos días me ha gustado mucho, ahora voy por la SmartWatch gracias Samsung",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compré el teléfono el mes pasado, ha funcionado muy bien, muy contenta con la compra",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Compré este producto el mes pasado y me parece excelente-,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Hace 9 dias compre el equipo. Experiencia extraordinaria.,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compre este celular porque me robaron el anterior y ahora doy gracias porque me lo hayan ro ado no sabia de lo que me estaba perdiendo...,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) siempre he usado dispositivos moviles de samsung, y me han funcionado por mas de 8 años por eso los volvi a elegir",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Diseño, exquisito capacidad de almacenamiento excelente, tiempo de carga super rápido, duración de la batería perfecta, super rápido el sistema",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compre mi teléfono hace una semana y estoy muy satisfecha, me encanta la velocidad, la cámara es excelente",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
El celular muy rapido muy bueno me encata su diseño y su bateria exelente equipo,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
El mejor equipo que me pude a ver comprado gracias por un buen equipo,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compré este celular aproximadamente un mes y superó mis expectativas sinceramente.,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Me gusta el producto, muy completo por calidad y precio.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) estoy feliz con mi celular. es una excelente referencia,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Lo compré hace dos semanas y me ha gustado mucho hermoso color,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) A la fecha llevo 20 días con el equipo y me siento muy conforme con este, un balance calidad/precio excepcional generando valores agregados qué me han dejado muy satisfecho",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) compre el equpo hace 20 días, hasta el momento bien, pero la bateria se baja rapdio el consumo",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compré este equipo hace poco, no le tenía mucha fe debido a que dicen que su batería no es duradera o las temperaturas a las que llega, pero hasta el momento no me ha decepcionado.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Feliz con mi Samsung A35 que esta de locos !! Lo debes tener!,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Samsung como siempre, lider en tecnología. Estoy feliz con esta compra.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Llevo un mes con este celular y me encanta, no me ha fallado en nada y corre todo",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) buen rendimiento en cuanto a bateria y camaras buenas,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Excelente atención de asesores comerciales en Isla del CC VIVA Barranquilla. Buena disposición y cordialidad durante la compra. El equipo ha funcionado hasta la fecha, satisfacción producto vs costo.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Me encantó. Es muy nítida la pantalla. Las fotos quedan excelentes. Tiene muchas opciones para configurar preferencias,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
compre el mes pasado y me encanta estoy muy satisfecho no es un gasto es una invercion......,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Muy buena marca no tengo quejas de ningun equipo que e adquirido,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"HASTA EL MOMENTO 10/10, BUENA RESOLUCIÓN DE PANTALLA, BUEN RENDIMIENTO, BUENA CÁMARA.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compré este producto hace casi un mes, me parece que tiene una rapidez excelente, no se queda trabada la pantalla en ningún momento, la batería dura un montón y carga muy rápido.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"No he tenido ningún problema con el, solo que se calienta de la nada, asi el clima esté frio",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) un buen equipo teniendo en cuenta que es un móvil económico, el panel es bastaste bueno, lo que le echo en cara es el tema de sus temperaturas si juegas 30 min COD se calienta bastante, no es algo mortal pero ha tener en cuenta, el AOD es funcional pero no customizable, la cámara es bastante buena",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Me encanta su cámara Como funciona Su capacidad Bello,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compre este producto el mes pasado y es eficiente,aunque aveces se sobrecalenta en general cumple sus funciones según su calidad/precio,se puede mejorar el marco negro alrededor de la pantalla, la cámara esta bien pero podrían recalentar algunos errores,su color y diseño van a la mano,son elegantes y a la vista es un buen resultado.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Lo compré hace 1 semana,y por ahora todo bien,lo malo fue que no trajo cabeza del cargador",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Es muy buen teléfono sobre todo las cámara s buena seguridad,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Me gusta tiene buenas prestaciones tiene tiene buen diseño y lo mejor es que permitió pasar toda la información de mi anterior equipo,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Diseño y funciones excelentes, es rápido, por mejorar la batería, se consume muy rápido así sea con poco uso, no dura lo que indican las especificaciones.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) Compre este producto y me ha parecido muy lindo, rápido, pero la batería no dura",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Un defecto es su cámara frontal, tiene baja resolución a diferencia del A31, la fotos quedan muy pálidas.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
Compré el producto y me tocó devolverlo porque se recalienta muy rápido y se descarga sin estar en uso,Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"Compré este celular en mayo, muy buena cámara, buena capacidad de almacenamiento, es rápido, seguridad. Imágenes y buena calidad de videos. Lastima que la batería se agote tan rapido, se recalienta, no cumple con lo que dice en la etiqueta, que la batería dura 13 horas. Lo máximo que dura es 7 horas. No lo recomiendo. Tengo 10 años usando Samsung y es primer equipo que me sale malo de la batería yo lleve por garantía y me dijeron que eso era normal.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
"(Esta reseña se ha recibido a través de una promoción.) El teléfono es lindo pero al usar Waze se bloquea y se recalienta, también en la viode llamadas de instagram me saca de la aplicación con el aviso de que el teléfono está caliente. Llame al almacenes éxito donde lo compre pero me dicen que no hay nada que hacer porque ya pasaron 5 días de la compra. Lastimosamente los primeros 5 días no use estás aplicaciones y aunque si sentía caliente el teléfono pensé que podía deberse a otra cosa. Antes tube un Galaxy a14 y nunca se me recalento. Y me dicen también que no tengo opción de garantía.",Samsung,Samsung Galaxy A35 5G 256GB 8GB RAM
(Esta reseña se ha recibido a través de una promoción.) Es un teléfono muy bueno rápido y fácil manejo sus fotos son super nítidas y rápida captura además le dura la carga y suena super bien,Samsung,Samsung Galaxy A05S 128Gb
"Llevo 2 meses con él y es genial, recomendado, especialmente la versión de 6GB de RAM",Samsung,Samsung Galaxy A05S 128Gb
"Lo e usado, es bastante bueno es calidad precio es fabuloso",Samsung,Samsung Galaxy A05S 128Gb
Si es como esperaba,Samsung,Samsung Galaxy A05S 128Gb
Muy malita la pantalla. No es uniforme y tiene pesimos angulos de vision. Se desaprovecha el tamaño. Quede aburrido,Samsung,Samsung Galaxy A05S 128Gb
Es un dispositivo excelente para un uso más que básico como puede ir avanzando como en juegos pesados redes sociales y cosas más pesadas algunos dicen que la pantalla es mala pero a mi me encantó su batería es superior a otros dispositivos compatibilidad con one ui 6.1 y Android 14 hasta más me encanto,Samsung,Samsung Galaxy A05S 128Gb
Excelente me gustó mucho liviano y buen rendimiento,Samsung,Samsung Galaxy A05S 128Gb
Hasta el momento me siento satisfecho con el equipo teniendo en cuenta su gama y su precio hace dos dias que lo compre,Samsung,Samsung Galaxy A05S 128Gb
Recién compre este equipo siempre me han gustado los productos de Samsung,Samsung,Samsung Galaxy A05S 128Gb
"(Esta reseña se ha recibido a través de una promoción.) Me encanta la experiencia con todas las herramientas de Samsung y el desempeño es acorde a mis necesidades cotidianas, lo recomiendo tiene buena duración la batería y funciona excelente las conexiones de Red.",Samsung,Samsung Galaxy A05S 128Gb
"Es un teléfono acorde a su precio, bonito, bastante funcional e ideal para las tareas diarias. Si les gusta los teléfonos grandes, buenos, y no pesados, este es el ideal. El color lila es divino ♡ me encantó",Samsung,Samsung Galaxy A05S 128Gb
Eslo mejor de lo mejor,Samsung,Samsung S24 Ultra 256GB 12GB
El mejor telefono que he tenido,Samsung,Samsung S24 Ultra 256GB 12GB
"El teléfono es demasiado bueno. A comparación de mi dispositivo anterior, el cual era el S21FE, hay demasiados cambios y son muy notorios. La potencia es muy alta podiendo correr cualquier tipo de aplicación si trabarse y una fluidez hermosa sin que se trabe el celular. Respecto a las cámaras, son una de las mejores que vi en toda mi vida, teniendo demasiada calidad en cada uno de los lentes. La IA la encuentro super útil debido a que esta creada para la productividad de las personas y por eso la uso casi siempre para algo, porque además de esto, tiene funciones muy variadas, tales como el redactor de textos, intérprete de idiomas, edición mejorada de imágenes, entre muchísimas más funciones.",Samsung,Samsung S24 Ultra 256GB 12GB
Buena experiencia era lo que esperaba recibir,Samsung,Samsung S24 Ultra 256GB 12GB
Lo compre hace 6 dias y me encanto10000% lo mejir de li mejor,Samsung,Samsung S24 Ultra 256GB 12GB
"Muy buena experiencia, una calidad indiscutible...",Samsung,Samsung S24 Ultra 256GB 12GB
"Compre este producto ,y no me arrepiento es muy bueno espero que sigan agregándole más cosa a la inteligencia artificial",Samsung,Samsung S24 Ultra 256GB 12GB
Compré este producto hace 2 semanas y la verdad que estoy bastante satisfecha,Samsung,Samsung S24 Ultra 256GB 12GB
Menos de 2 meses en mía manos y galaxy dió buenos resultados,Samsung,Samsung S24 Ultra 256GB 12GB
La unica duda es por que el pen de mi S24 Ultra huele a quemado,Samsung,Samsung S24 Ultra 256GB 12GB
"ALGUNAS FOTOS QUE TOME ESTE MES, es increíble el zoom que tiene !!",Samsung,Samsung S24 Ultra 256GB 12GB
"Excelente producto, me gusta su cámara y como toma las fotografías bajo el sol, excelente refrigeración a la hora de jugar",Samsung,Samsung S24 Ultra 256GB 12GB
Compré este dispositivo hace más de un mes y me gusta mucho.,Samsung,Samsung S24 Ultra 256GB 12GB
Compre este artículo el mes pasado y me encanta 💖,Samsung,Samsung S24 Ultra 256GB 12GB
Producto muy completo y potente software muy bien pulido,Samsung,Samsung S24 Ultra 256GB 12GB
"Muy bien teléfono, las funciones van perfecto para mi trabajo",Samsung,Samsung S24 Ultra 256GB 12GB
Consulta de Samsung Care,Samsung,Samsung S24 Ultra 256GB 12GB
Hacen3 días que lo xompre y es maravilloso súper elegante,Samsung,Samsung S24 Ultra 256GB 12GB
"Realmente esperaba que fuera bueno pero es muchísimo mejor de lo que esperaba, ahora lo malo Samsung es que pienso quedarme con él mínimo unos 3 años jaa",Samsung,Samsung S24 Ultra 256GB 12GB
"Hace un mes, decidí comprar el S24U, por lo que avía escuchado de amigos y también ver los videos de reseñas, y me encantó el pinché celular, parezco niño con juguete nuevo, gracias samsung por tan buenos productos especiales que hacen, 100 puntos bien ganados.",Samsung,Samsung S24 Ultra 256GB 12GB
"Si ya mi S23 era potente y fenomenal, mi nuevo S24 Ultra es realmente un F1 en la Polé",Samsung,Samsung S24 Ultra 256GB 12GB
Lo soñé y lo compre y me fascinó. Excelente mas que excelente para mi el teléfono inteligente.,Samsung,Samsung S24 Ultra 256GB 12GB
"Genial 😁 me encanta es muy rápido y ágil, realmente lo recomiendo",Samsung,Samsung S24 Ultra 256GB 12GB
"Tengo el S24Ultra desde que se lanzo y tiene realmente una inteligencia fenomenal! Aprovecho todas sus funciones nuevas: Traduccion especialmente en chats con colegas y amigos de Brasil, USA, y otros paises. Samsung Notes genera excelentes notas organizadas de forma automática y circle to search fantastico, incluso en los videos! Me acompaña en mi vida diara profesional y personal.",Samsung,Samsung S24 Ultra 256GB 12GB
"Compré este producto mes pasado , increíble lo ame desde el primer momento",Samsung,Samsung S24 Ultra 256GB 12GB
"Lo adquirido al segundo día de su lanzamiento, no me arrepiento!.",Samsung,Samsung S24 Ultra 256GB 12GB
Es super genial elndispositivo ya que es un equipo muy tecnologico.,Samsung,Samsung S24 Ultra 256GB 12GB
Me encanta como quedan las fotos y la funcion del lápiz para las fotos.,Samsung,Samsung S24 Ultra 256GB 12GB
"Lo compre recién el martes 26 marzo 2024, tiene muy buenas sensaciones",Samsung,Samsung S24 Ultra 256GB 12GB
Compre este Smart Phone el 25 de enero y ha sido la mejor experiencia que he tenido con un móvil.,Samsung,Samsung S24 Ultra 256GB 12GB
"¡Simplemente fantástico! La evolución de la tecnología es realmente asombrosa. Es notable cómo la innovación constante trae consigo mejoras significativas. Cada nueva generación de dispositivos ofrece una experiencia renovada. Sin duda, la diferencia entre generaciones tecnológicas puede ser abismal.",Samsung,Samsung S24 Ultra 256GB 12GB
"Compre el producto hace 5 dias y es fantastico!!!! me encanta, lo mejor.",Samsung,Samsung S24 Ultra 256GB 12GB
excelente producto celular de alta gama,Samsung,Samsung S24 Ultra 256GB 12GB
"Compre el producto hace unos 3 meses ya, no le veo cosas negativas, es excelente en todo, cámara, pantalla, rendimiento, batería, muy buena calidad de construcción muy premium,excelente para trabajos de creación de contenidos y trabajos de turismo etc por la ia con traducciones en tiempo real etc",Samsung,Samsung S24 Ultra 256GB 12GB
Compre este producto hace una semana y estoy sin palabrad,Samsung,Samsung S24 Ultra 256GB 12GB
"Este teléfono es lo máximo, full recomendado, digan lo que digan, este es el mejor Teléfono del 2024. Excelente Cámara, excelentes funciones.",Samsung,Samsung S24 Ultra 256GB 12GB
Es un excelente telefono mobil de alts gama. Ayuda mucho.,Samsung,Samsung S24 Ultra 256GB 12GB
Me fascina es super mega fantástico el equipo. Aun me falta mucho por conocer pero super rápido para aprender por nada lo cambio por un una 🍎 😁,Samsung,Samsung S24 Ultra 256GB 12GB
Hace 2 meses lo compré y me encanta. Las fotos son grandiosas,Samsung,Samsung S24 Ultra 256GB 12GB
"Un excelente teléfono, funciones de ayuda muy buenas y excelentes cámara, colores nítidos en pantalla y buena iluminación a exposición del sol, facilidad de uso del teléfono.",Samsung,Samsung S24 Ultra 256GB 12GB
Me a gustado mucho en especial la Cámara que es brutal y su función x100,Samsung,Samsung S24 Ultra 256GB 12GB
"Mi esposo me compró éste celular hace 1 mes y no puedo explicar lo mucho que me ha servido, estudio un técnico en asistente contable, tengo que hacer resúmenes y estudiar todas las semanas constantemente así que se me hace increíble lo fácil que es usar la AI, las fotos aunque no las tome un profesional salen lindisimas, muy satisfecha con este teléfono la verdad",Samsung,Samsung S24 Ultra 256GB 12GB
"Un mes de adquirido y me sorprendo cada día por las funciones y capacidades del Samsung Galaxy S24 Ultra, entre ellas su cámara, que hasta toma fotografías de cuerpos celestes que compiten con mi telescopio!",Samsung,Samsung S24 Ultra 256GB 12GB
Tengo este teléfono hace 2 meses y esta increíble.,Samsung,Samsung S24 Ultra 256GB 12GB
"Lo compre desde el lanzamiento, estaba esperando uno con pantalla plana. He notado el cambio del s22 al s24.",Samsung,Samsung S24 Ultra 256GB 12GB
"La velocidad, la calidad de imagen, lo bonito que es... todo de este móvil me gusta ♡ Excepto la IA que va bastante mal con el tema de traducción de llamadas. Habla y dice lo que quiere.",Samsung,Samsung S24 Ultra 256GB 12GB
(Esta reseña se ha recibido a través de una promoción.) Muy bueno Muy bueno Muy bueno Muy bueno Muy bueno Muy bueno,Samsung,Samsung S24 Ultra 256GB 12GB
Excepcional acabado de materiales!! Funciones excepcionales y facilidad de funcionamiento,Samsung,Samsung S24 Ultra 256GB 12GB
"(Esta reseña se ha recibido a través de una promoción.) Es excelente, con varias funciones de IA que ayudan a editar fotos, hacer resúmenes de textos, traducir y otras más. Además de tener una cámara muy buena para el día a día junto con la batería que dura bastante tiempo.",Samsung,Samsung S24 Ultra 256GB 12GB
(Esta reseña se ha recibido a través de una promoción.) Excelente telefono con funciones muy buenas. De lo mejor,Samsung,Samsung S24 Ultra 256GB 12GB
Excepcional acabado de materiales!! Funciones excepcionales y facilidad de funcionamiento,Samsung,Samsung S24 Ultra 256GB 12GB
"(Esta reseña se ha recibido a través de una promoción.) Es excelente, con varias funciones de IA que ayudan a editar fotos, hacer resúmenes de textos, traducir y otras más. Además de tener una cámara muy buena para el día a día junto con la batería que dura bastante tiempo.",Samsung,Samsung S24 Ultra 256GB 12GB
(Esta reseña se ha recibido a través de una promoción.) Excelente telefono con funciones muy buenas. De lo mejor,Samsung,Samsung S24 Ultra 256GB 12GB
"Como diferencia palpable con mi anterior 23 Ultra, este es Super rapido en la instalarion de apps. La diferencia se nota.",Samsung,Samsung S24 Ultra 256GB 12GB
(Esta reseña se ha recibido a través de una promoción.) Hasta el momento flipo demasiado con el celular...,Samsung,Samsung S24 Ultra 256GB 12GB
"Mi Reseña del Galaxy S24 Ultra El Galaxy S24 Ultra es un dispositivo que realmente redefine lo que significa tener un teléfono insignia. Después de usarlo, puedo decir que está diseñado para aquellos que buscan lo mejor en tecnología móvil. A continuación, destaco sus puntos fuertes y algunos aspectos que podrían mejorar. Diseño y Pantalla El diseño del Galaxy S24 Ultra es impecable: elegante, robusto y con una sensación premium gracias a su marco de titanio y acabado mate. La pantalla Dynamic AMOLED 2X de 6.8 pulgadas es espectacular, con colores vibrantes y un brillo que permite una visibilidad excelente incluso bajo la luz solar directa. Los 120 Hz hacen que todo sea fluido y agradable a la vista. Cámara La cámara principal de 200 MP es increíblemente versátil, produciendo fotos nítidas y llenas de detalle en casi cualquier condición de iluminación. El zoom de 10x sigue siendo un punto fuerte, y el modo de astrofotografía me dejó impresionado por su capacidad de capturar imágenes del cielo nocturno con claridad. Aunque el zoom de 100x sigue siendo más un truco que algo práctico, es divertido de usar. Rendimiento Con el Snapdragon 8 Gen 3, este móvil vuela. No importa si estoy jugando a títulos exigentes, editando videos o usando varias aplicaciones a la vez, el rendimiento es impecable.",Samsung,Samsung S24 Ultra 256GB 12GB
